Judge_Point_ID,Common_Point_ID,OHRC_tile_id,TMC2_patch_id,IIRS_row,IIRS_col,Latitude,Longitude_360,Consistency_Score,Max_Sensor_Separation_deg,Three_Sensor_Status,Visualization
JUDGE_0117,CP_000181,8676,11365,312,244,60.49391515669043,355.44349831338377,0.9341511825097522,0.0016847162255284,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0117_three_sensor.png
JUDGE_0118,CP_000182,12280,13606,391,244,60.2816794379182,355.4431847864944,0.9341265512570678,0.0017268163960804,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0118_three_sensor.png
JUDGE_0119,CP_000183,10298,12361,348,244,60.39839671789225,355.44371181486395,0.934034291942556,0.0016513576710615,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0119_three_sensor.png
JUDGE_0120,CP_000184,8264,11114,303,238,60.51775669827989,355.40914790301105,0.9339561073847832,0.0016823300065995,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0120_three_sensor.png
JUDGE_0121,CP_000185,2003,7213,166,238,60.886511372357226,355.4108082309962,0.933871602522208,0.0017631236063579,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0121_three_sensor.png
JUDGE_0122,CP_000187,2128,7293,169,229,60.87849446462462,355.3582062840344,0.9337459189686916,0.0016517517595009,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0122_three_sensor.png
JUDGE_0123,CP_000188,12405,13686,394,235,60.273662496425054,355.39134730456607,0.9337192170622114,0.0017017630753752,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0123_three_sensor.png
JUDGE_0124,CP_000189,2103,7299,169,247,60.8794836697068,355.4629772540172,0.9336850217548728,0.0017683575219653,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0124_three_sensor.png
JUDGE_0125,CP_000190,7318,10533,283,238,60.57257956255226,355.4092482346122,0.9336045300868964,0.0016667682420879,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0125_three_sensor.png
JUDGE_0126,CP_000191,8666,11362,312,235,60.49386022428822,355.3916535270737,0.9335971582586804,0.0016959834041706,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0126_three_sensor.png
JUDGE_0127,CP_000193,13216,14184,412,235,60.2259049502652,355.39148876672806,0.933538807991526,0.001553658618852,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0127_three_sensor.png
JUDGE_0128,CP_000194,4647,8869,224,226,60.72991567617518,355.34021530077774,0.9335292996527688,0.0017382580549114,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0128_three_sensor.png
JUDGE_0129,CP_000205,12270,13603,391,235,60.28161972218354,355.39161108811066,0.9323294908705452,0.001804336191267,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0129_three_sensor.png
JUDGE_0130,CP_000206,8521,11276,309,226,60.50175400576969,355.34004645133,0.9323219784167192,0.0017692679782785,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0130_three_sensor.png
JUDGE_0131,CP_000207,11102,12857,365,238,60.35149966659089,355.4088009239328,0.9323112809692446,0.0014373346242895,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0131_three_sensor.png
JUDGE_0132,CP_000209,9467,11857,330,226,60.44603688668432,355.34003600522,0.9322248399860056,0.0017691969441324,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0132_three_sensor.png
JUDGE_0133,CP_000216,925,6550,142,241,60.950207085135936,355.42803299800835,0.9318405676078816,0.0018114672075506,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0133_three_sensor.png
JUDGE_0134,CP_000217,11369,13022,371,235,60.335560031884846,355.39162358086656,0.9317793407722196,0.0015221330307665,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0134_three_sensor.png
JUDGE_0135,CP_000219,1993,7210,166,229,60.8864522430974,355.3584516109319,0.9315613211816244,0.00181415257672,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0135_three_sensor.png
JUDGE_0136,CP_000220,9602,11940,333,226,60.43807762199369,355.33978035720315,0.9314379741886364,0.0018277128863037,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0136_three_sensor.png
JUDGE_0137,CP_000224,4914,9034,230,223,60.71397399266478,355.3229295745191,0.9312739096704664,0.0018318347073213,SAME,/kaggle/working/TMC2_OHRC_FINAL/images/judge_library/JUDGE_0137_three_sensor.png
