Common_Point_ID,Patch_ID,Dataset_Index,Patch_Row,Patch_Col,Scan_Start,Scan_End,Pixel_Start,Pixel_End,OHRC_tile_id,IIRS_row,IIRS_col,Common_Latitude,Common_Longitude,Latitude,Longitude_360,OHRC_lat,OHRC_lon,IIRS_lat,IIRS_lon,OHRC_distance_deg,IIRS_distance_deg,OHRC_IIRS_distance_deg,Max_Sensor_Separation_deg,Consistency_Score,ThreeSensor_Common
CP_000029,11612,11609,139,75,6672,6719,3600,3647,9075,321,238,60.469996937796815,355.40929516520237,60.469930257,355.40865089535004,60.46992200658573,355.40947507877263,60.47014,355.40976,0.0008242247165758991,0.0011280238464785402,0.00035748933122548194,0.0011280238464785402,0.9570279782405192,True
CP_000030,11447,11444,137,76,6576,6623,3648,3695,8808,315,241,60.48593466651173,355.42652278611996,60.4856954541425,355.42607706435,60.4857689763009,355.426489340885,60.48634,355.427,0.0004187809081916696,0.0011270773327536347,0.0007670380965984819,0.0011270773327536347,0.9570003291212822,True
CP_000031,7880,7880,94,78,4512,4559,3744,3791,3049,189,247,60.8246628119122,355.4628281910993,60.824248897,355.46262703175,60.82474259049442,355.4633636450635,60.824997,355.4625,0.0008867538779545298,0.0007598063305190707,0.0009061790412261406,0.0009061790412261406,0.9567635213634265,True
CP_000032,8043,8043,96,75,4608,4655,3600,3647,3309,195,238,60.808695859504695,355.4100385341479,60.8084572599025,355.40995496255005,60.80900605103346,355.4095771438,60.808624,355.41058,0.0006662722516449236,0.0006503429705010496,0.001076338025861399,0.001076338025861399,0.9566338590766404,True
CP_000033,6302,6302,75,77,3600,3647,3696,3743,523,134,244,60.97320615084673,355.44571730791125,60.973805959500005,355.44583882515,60.97314479894839,355.44569542280243,60.972668,355.44562,0.0006765334495106583,0.0011595495603168458,0.00048339801766952086,0.0011595495603168458,0.9565121176523267,True
CP_000034,9208,9208,110,78,5280,5327,3744,3791,5211,236,247,60.69820631395269,355.46197945595895,60.698288835,355.46193776475,60.69759200871354,355.4619034351581,60.69874,355.4621,0.0006976714086015003,0.00047670405827553207,0.0011623482205218936,0.0011623482205218936,0.9562616011509898,True
CP_000035,10370,10370,124,78,5952,5999,3744,3791,7058,277,247,60.588550052319015,355.4617437283246,60.588068917,355.46136116175,60.58898108126563,355.46210854861454,60.5886,355.46176,0.0011792500891516175,0.0006651827719233223,0.0005153274421300424,0.0011792500891516175,0.9557623700955425,True
CP_000036,9538,9538,114,76,5472,5519,3648,3695,5745,248,241,60.66633362456765,355.4273441061501,60.666766913,355.426866156325,60.665901715829904,355.4276759277503,60.666332,355.4275,0.0011850299170648268,0.0007605325720107439,0.00046886809084188664,0.0011850299170648268,0.9550067437877214,True
CP_000037,8208,8208,98,74,4704,4751,3552,3599,3576,201,235,60.792756539077544,355.39268499490413,60.7926925467625,355.39237193037496,60.79316145157364,355.3924335426186,60.792416,355.39325,0.000472935292058729,0.0009202380441708732,0.001105473633642853,0.001105473633642853,0.9549484924560587,True
CP_000038,12196,12191,146,78,7008,7055,3744,3791,10031,342,247,60.41433560242873,355.460926723417,60.41487469873751,355.46040659537505,60.41414971719124,355.4611614166729,60.413982,355.4612,0.001046591340550085,0.0012021413937409707,0.00017485032900808095,0.0012021413937409707,0.9546784442869987,True
CP_000039,12028,12023,144,76,6912,6959,3648,3695,9754,336,241,60.43022013495327,355.42638379009605,60.4305894388825,355.42583308615,60.43013932535232,355.4264689189038,60.42993,355.42685,0.0007790285494482297,0.0012105873470610743,0.00043344244876767415,0.0012105873470610743,0.9545794288457744,True
CP_000040,6219,6219,74,77,3552,3599,3696,3743,388,131,244,60.98116346296583,355.44598516961764,60.98167990099999,355.445876507725,60.98108996787796,355.4464308077685,60.98072,355.44565,0.000809487261572608,0.000986174079577129,0.0008654345922353016,0.000986174079577129,0.9544091248379729,True
CP_000041,8294,8294,99,77,4752,4799,3696,3743,3721,204,244,60.78485167737117,355.4446545853636,60.7848733725,355.444894517725,60.78506328192799,355.4439703614126,60.78462,355.4451,0.0009434672652518974,0.0003267798180994242,0.001213048684166784,0.001213048684166784,0.9537956943539388,True
CP_000042,7877,7877,94,75,4512,4559,3600,3647,3039,189,238,60.82461249229686,355.41055501053165,60.824203356842496,355.4100130533501,60.824896571219945,355.411037964573,60.824738,355.4106,0.0012373314785850843,0.0008040611829083006,0.000452794089681971,0.0012373314785850843,0.9533560221279945,True
CP_000043,9789,9789,117,78,5616,5663,3744,3791,6157,257,247,60.64248813979989,355.4618260259837,60.6431796505,355.461643437375,60.64196222861644,355.4618900604981,60.642323,355.46194,0.0012421509599905738,0.0009084739134267082,0.0003644130648189042,0.0012421509599905738,0.9530351387721655,True
