Common_Point_ID,OHRC_tile_id,Common_Latitude,Common_Longitude,Consistency_Score
CP_000001,3586,60.792809607098455,355.4449138701305,0.9806192001011447
CP_000002,3451,60.80076887672481,355.4451835874318,0.9781588957651632
CP_000003,3184,60.81670450497585,355.46255709896144,0.9776015984002817
CP_000004,3853,60.776873630726165,355.4275648898847,0.9696109742434151
CP_000005,3174,60.816654097150774,355.41029221107675,0.9690122445895563
CP_000006,3319,60.80874635553948,355.4622951293497,0.9689987411783487
CP_000007,111,60.99705309761723,355.4109381245991,0.9684473571058099
CP_000008,4130,60.76098946074327,355.4624134331369,0.9677267552126904
CP_000009,121,60.997100344991175,355.4634344924689,0.9670692397805092
CP_000010,256,60.989142087543065,355.46316433210086,0.9661285787612041
CP_000011,9085,60.47004975410818,355.4611159116552,0.9647894457041669
CP_000012,7193,60.580590586158955,355.4614702663269,0.9645215714960388
CP_000013,2907,60.83259276001502,355.4276569347533,0.9637978559879862
CP_000014,9487,60.44615578857284,355.44361420184333,0.9637827800185708
CP_000015,5478,60.68226996072579,355.4446566594356,0.9633350730780753
CP_000016,9220,60.46209065568791,355.4608424422275,0.9617191686065569
CP_000017,9352,60.4541148983832,355.4438758220251,0.9615096103088898
CP_000018,4265,60.75302924983813,355.46214133845075,0.9613504933238827
CP_000019,3718,60.78483254147678,355.42782141674843,0.9601486128351343
CP_000020,5201,60.698155914547534,355.4098697008971,0.9599354011624192
CP_000021,7460,60.564654450265664,355.4441923652615,0.9591142011331938
CP_000022,246,60.98909094488965,355.41067631878906,0.9588800427297305
CP_000023,5613,60.674309011315124,355.4443870784544,0.9584423956161415
CP_000024,9210,60.4620377523143,355.4090299884577,0.958157106641142
CP_000025,2772,60.84055002757018,355.4279246002531,0.9578613045993244
CP_000026,5880,60.6583757132434,355.42707533995537,0.9576815432889021
CP_000027,3441,60.80071462218704,355.39294640736404,0.9574929816459461
CP_000028,5468,60.68221572904127,355.39256429640636,0.9572089759659295
CP_000029,9075,60.469996937796815,355.40929516520237,0.9570279782405192
CP_000030,8808,60.48593466651173,355.42652278611996,0.9570003291212822
CP_000031,3049,60.8246628119122,355.4628281910993,0.9567635213634265
CP_000032,3309,60.808695859504695,355.4100385341479,0.9566338590766404
CP_000033,523,60.97320615084673,355.44571730791125,0.9565121176523267
CP_000034,5211,60.69820631395269,355.46197945595895,0.9562616011509898
CP_000035,7058,60.588550052319015,355.4617437283246,0.9557623700955425
CP_000036,5745,60.66633362456765,355.4273441061501,0.9550067437877214
CP_000037,3576,60.792756539077544,355.39268499490413,0.9549484924560587
CP_000038,10031,60.41433560242873,355.460926723417,0.9546784442869987
CP_000039,9754,60.43022013495327,355.42638379009605,0.9545794288457744
CP_000040,388,60.98116346296583,355.44598516961764,0.9544091248379729
CP_000041,3721,60.78485167737117,355.4446545853636,0.9537956943539388
CP_000042,3039,60.82461249229686,355.41055501053165,0.9533560221279945
CP_000043,6157,60.64248813979989,355.4618260259837,0.9530351387721655
CP_000044,3988,60.76891631820797,355.4272982954367,0.9522588775372148
CP_000045,12959,60.24189790162439,355.4601544928167,0.9519878459626895
CP_000046,5066,60.706112535753086,355.4101337744485,0.9518294085332782
CP_000047,3316,60.8087295095836,355.44545365352474,0.9517283720321668
CP_000048,13094,60.2339402347911,355.4598790399875,0.9517104977865576
CP_000049,5603,60.6742585112248,355.39231326930076,0.9509693951186804
CP_000050,9342,60.45405698816753,355.3920825584642,0.9507081039355503
CP_000051,7328,60.57263128884474,355.46119639599584,0.9504695211452204
CP_000052,4934,60.71409294160939,355.4271868612341,0.9504634402889798
CP_000053,1459,60.91833147391818,355.39321670891877,0.9504158595273812
CP_000054,9477,60.446099078493205,355.39181890109785,0.9502494087640615
CP_000055,8541,60.50187045730132,355.4437702610183,0.9499656768825022
CP_000056,3995,60.76894866773589,355.462675417047,0.9498680024625228
CP_000057,4924,60.71403682597042,355.37505198994694,0.9497130182213693
CP_000058,8943,60.47797492669847,355.4262631308565,0.949676069063466
CP_000059,7595,60.55669410379477,355.44392064097536,0.9493238355603386
CP_000060,4120,60.760937192384375,355.4102170157091,0.9490944115225295
CP_000061,4799,60.722051125530605,355.4274548108305,0.9490307222691347
CP_000062,5735,60.6662782777636,355.3752691603035,0.9489638950944026
CP_000063,3042,60.82463213791667,355.42740109844635,0.9487373372562566
CP_000064,13361,60.218004199223856,355.4427327908216,0.9483448786072884
CP_000065,5346,60.690248038210285,355.46170753472455,0.9483098200185986
CP_000066,8139,60.524873135886004,355.4612914434411,0.9481732545678164
CP_000067,6916,60.5964773227386,355.426783588806,0.9479268821007694
CP_000068,4255,60.75297689326951,355.4099531993059,0.9478519761676607
CP_000069,13226,60.2259627084089,355.4430052473976,0.9478119751085777
CP_000070,1604,60.91042546760554,355.4453503255613,0.9477946248210929
CP_000071,6781,60.60443277706103,355.4270511291656,0.9476730264993589
CP_000072,5343,60.69023080239063,355.44492595462515,0.9475832440225803
CP_000073,7183,60.5805389466362,355.40951381226023,0.9472736274974284
CP_000074,6514,60.62037042453377,355.44433426926906,0.9471340868068692
CP_000075,2640,60.848526335499905,355.44504626513555,0.9470375307744723
CP_000076,9619,60.438177692574634,355.4266541959756,0.9469424070630774
CP_000077,6147,60.64243715142666,355.4097844033538,0.946915700045792
CP_000078,5336,60.69019627902964,355.40960607234564,0.9464889127474404
CP_000079,2762,60.840495247481776,355.3756364593194,0.9464532883429891
CP_000080,3454,60.80078574547162,355.46202243721183,0.9464329856098437
CP_000081,5076,60.70616540142752,355.4622518221934,0.9462495420478707
CP_000082,10166,60.40637695387117,355.4606520374411,0.9460359752423992
CP_000083,8798,60.48587872465805,355.3746870959679,0.9460201688569772
CP_000084,1594,60.910371091588225,355.3929571996054,0.9459788951915249
CP_000085,8673,60.49389508073657,355.4267921389096,0.945858061338808
CP_000086,1736,60.902446957718446,355.42819824709863,0.9458346760134315
CP_000087,8950,60.47801071859422,355.4613914110828,0.9458073546187207
CP_000088,5191,60.6980961146292,355.3577624325019,0.9457173547225282
CP_000089,9622,60.4381979395474,355.44334215966063,0.9456645228289217
CP_000090,8933,60.477916354145236,355.3744254460696,0.9456584866598845
CP_000091,2897,60.83253790379689,355.3753770865026,0.9455997231020461
CP_000092,1192,60.934267622023185,355.41061848220716,0.9453153580923044
CP_000093,4397,60.745051004099,355.44505873036655,0.9452031442545867
CP_000094,378,60.98111364237328,355.39350638284714,0.9451284223326976
CP_000095,1469,60.91838322502676,355.4456080949067,0.9451061106976448
CP_000096,7325,60.5726136753183,355.44446380454764,0.9450442183399081
CP_000097,9889,60.422261415891164,355.42612323528425,0.944943956037308
CP_000098,4789,60.721996367214615,355.3753116468603,0.9448958546457955
CP_000099,1861,60.89443172448872,355.3755758907343,0.9447740977893541
CP_000100,12682,60.257784240921985,355.42575415126277,0.9445465719333594
CP_000101,6424,60.62655280427043,355.4445212804697,0.9441161195791765
CP_000102,8531,60.5018168884346,355.39190704069915,0.9439131167827592
CP_000103,2495,60.856433041205946,355.39299944952126,0.9435762063209242
CP_000104,3843,60.776819442410726,355.3753431464232,0.9434691782597577
CP_000105,7727,60.54871750069037,355.4269244883756,0.9434361555002979
CP_000106,6022,60.650446009778655,355.46208825282383,0.9432778907981761
CP_000107,5056,60.706056629816736,355.35800804084437,0.9432554860466998
CP_000108,8004,60.53283109003751,355.46156450032043,0.9430936094299451
CP_000109,5333,60.69017666267583,355.3928252989129,0.9429303085133963
CP_000110,4522,60.73793444068223,355.39262750538916,0.9429018086098643
CP_000111,12949,60.2418451941458,355.4086206699728,0.942749226787394
CP_000112,1726,60.90239406620117,355.3758243214767,0.9427068105428195
CP_000113,13084,60.23388489422377,355.4083534498266,0.9427057048281919
CP_000114,9200,60.46197677792079,355.3572196582961,0.9424805626487762
CP_000115,5870,60.658317746250624,355.3750188606179,0.9424257028641868
CP_000116,9065,60.46993731881876,355.35747658708283,0.9421882778384411
CP_000117,6292,60.63453152722019,355.46155411820104,0.9420685950434586
CP_000118,1182,60.9342128069398,355.35820169832726,0.9417232456648164
CP_000119,3164,60.816596805910706,355.35802969025036,0.9417002167363532
CP_000120,12817,60.24982364855921,355.4254937536145,0.9416025380794515
CP_000121,658,60.96524498319703,355.4454588179892,0.9414679824348715
CP_000122,7862,60.540760381565825,355.4266553901344,0.9414602000734663
CP_000123,8663,60.493836683161106,355.37493798354836,0.9411827444130639
CP_000124,101,60.996996366165966,355.3584339485282,0.9411380753754746
CP_000125,391,60.98118102268429,355.46289453560786,0.9407288033316039
CP_000126,8406,60.509831449449415,355.44404211816936,0.9406572295586294
CP_000127,6012,60.65039510744766,355.4100384289359,0.9406527279920043
CP_000128,2630,60.848473852346224,355.39273889065953,0.9405850302012183
CP_000129,8940,60.477956706686804,355.409562371947,0.9403476842658212
CP_000130,6015,60.65041531278765,355.42681655773686,0.9403242493321938
CP_000131,9612,60.438141162458045,355.3915651329241,0.9402971635294815
CP_000132,7048,60.588495957169464,355.40976880904896,0.9401195808802315
CP_000133,6649,60.612411171104156,355.4440641945312,0.9401092752835898
CP_000134,4532,60.73798936606611,355.4447880897253,0.9400732457621497
CP_000135,3708,60.78477716348615,355.3756015563299,0.9400629873893279
CP_000136,3306,60.808674075449794,355.39319796904806,0.9396841386446625
CP_000137,13496,60.210045177466306,355.44246049924567,0.9389720306586968
CP_000138,12415,60.27371847967217,355.44291290946677,0.9389230845624492
CP_000139,3985,60.76889775829749,355.4104808767623,0.9388619702005909
CP_000140,12547,60.26574027750167,355.4260269222455,0.9387901027873072
CP_000141,12824,60.24985858492253,355.4604199299115,0.9387089061823991
CP_000142,5458,60.682155961089165,355.3404744067105,0.9384357472049962
CP_000143,9355,60.45413416189914,355.4605691827999,0.9383666689775941
CP_000144,9896,60.42229508612703,355.46120199651796,0.9382927546026616
CP_000145,1047,60.942171380289544,355.35844616347646,0.9382532907235152
CP_000146,5326,60.690137670947344,355.35750709663347,0.9382361190861463
CP_000147,1057,60.942227387688966,355.4108714000394,0.9380745538981364
CP_000148,8396,60.50977541748006,355.3921707268507,0.9379432209873902
CP_000149,1327,60.92631059498891,355.41035568950724,0.9377747192118708
CP_000150,10021,60.41427963975278,355.4091736473961,0.9376917578933224
CP_000151,4400,60.74506932490798,355.46186886530626,0.937663422969164
CP_000152,13628,60.20206579470128,355.4256069533614,0.9376464338148196
CP_000153,4657,60.72997623497637,355.39237529162364,0.9374064607095467
CP_000154,236,60.9890354003219,355.3581907136022,0.9373507186906449
CP_000155,7450,60.56460027325763,355.3922533165608,0.9373359710785951
CP_000156,9744,60.43016106984586,355.3746157554592,0.9373085753927214
CP_000157,3583,60.792791765560715,355.4280882167964,0.9372819323787648
CP_000158,1324,60.92629045029488,355.39347589323216,0.9371139371474346
CP_000159,1449,60.91827411392702,355.34081742540485,0.9369128209815827
CP_000160,780,60.958111066544255,355.3758463949566,0.9367336610510806
CP_000161,9217,60.46207268652864,355.44414645540786,0.9366184899423902
CP_000162,5323,60.690115699127695,355.340727116534,0.936477574931013
CP_000163,13763,60.194105338461306,355.4253353678303,0.9364509440395321
CP_000164,5748,60.666353147033306,355.4441276669909,0.9363979494810734
CP_000165,1694,60.90334851713397,355.4451625849885,0.9358858992121227
CP_000166,3029,60.82455528078651,355.3582841642222,0.9358532455691058
CP_000167,5610,60.67429332945765,355.4276110496947,0.9357845053105228
CP_000168,13351,60.21794636403792,355.3912345518861,0.9356587350984008
CP_000169,12672,60.25772209234066,355.37420556692797,0.9354792242592199
CP_000170,253,60.98912327904977,355.44625226326565,0.9352184258826313
CP_000171,1826,60.89537004732543,355.4280229567484,0.9351977840786982
CP_000172,8274,60.51691383016876,355.4610283253378,0.9351505225738633
CP_000173,3711,60.7847998010263,355.3924238222941,0.9348752624779586
CP_000174,6282,60.63447790750575,355.40952068025405,0.9348536684237339
CP_000175,5069,60.70613256555665,355.42692012663775,0.9348409195390879
CP_000176,915,60.950153415265426,355.3755986637625,0.9347980063380383
CP_000177,9345,60.45407989875006,355.40877519423907,0.93474083039333
CP_000178,114,60.99707221175387,355.4278522234792,0.9346431139385483
CP_000179,381,60.981134890324164,355.4104149229791,0.9346205096069746
CP_000180,5593,60.674196112217295,355.3402315527463,0.9342896466952504
CP_000181,8676,60.49391515669043,355.44349831338377,0.9341511825097522
CP_000182,12280,60.2816794379182,355.4431847864944,0.9341265512570678
CP_000183,10298,60.39839671789225,355.44371181486395,0.9340342919425559
CP_000184,8264,60.51775669827989,355.40914790301105,0.9339561073847832
CP_000185,2003,60.886511372357226,355.4108082309962,0.9338716025222081
CP_000186,2637,60.84850739874034,355.4281920310112,0.933796716454193
CP_000187,2128,60.87849446462462,355.3582062840344,0.9337459189686917
CP_000188,12405,60.273662496425054,355.39134730456607,0.9337192170622114
CP_000189,2103,60.879483669706794,355.4629772540172,0.9336850217548729
CP_000190,7318,60.57257956255226,355.4092482346122,0.9336045300868965
CP_000191,8666,60.49386022428822,355.3916535270737,0.9335971582586804
CP_000192,10156,60.40632218535126,355.40891731862916,0.9335539960005659
CP_000193,13216,60.225904950265196,355.39148876672806,0.9335388079915259
CP_000194,4647,60.72991567617518,355.34021530077774,0.9335292996527687
CP_000195,4667,60.73002869888264,355.4445275832768,0.9335057290694777
CP_000196,12807,60.249763955671334,355.37395334727927,0.9334468779815961
CP_000197,2775,60.8405677151774,355.4447762002576,0.9333138177067333
CP_000198,13493,60.210024191028914,355.4258675853164,0.9332771566778814
CP_000199,9879,60.42220227497402,355.3743633773304,0.9332197930906699
CP_000200,13486,60.209987266310655,355.39097023299314,0.93321572174793
CP_000201,3444,60.8007351612271,355.409774134693,0.9329525505335257
CP_000202,9609,60.43811870336027,355.37487798423905,0.9329119763232127
CP_000203,3299,60.8086384863824,355.35778440075455,0.9328439492386793
CP_000204,2238,60.87152422812855,355.46270561142757,0.9328436244494842
CP_000205,12270,60.28161972218354,355.39161108811066,0.9323294908705453
CP_000206,8521,60.50175400576969,355.34004645133,0.9323219784167192
CP_000207,11102,60.35149966659089,355.4088009239328,0.9323112809692446
CP_000208,6923,60.59650713730173,355.46201679865567,0.932239310036127
CP_000209,9467,60.44603688668432,355.34003600521993,0.9322248399860055
CP_000210,4664,60.730010646017575,355.4277229854269,0.9321261090126886
CP_000211,1584,60.9103149170006,355.3405763813005,0.9321248350113284
CP_000212,3978,60.76886078235706,355.3750951315842,0.9321108230110651
CP_000213,3032,60.82457719722632,355.3751193703526,0.9318884116997086
CP_000214,243,60.98907353442695,355.3937651134122,0.9318521892030969
CP_000215,4654,60.72995470370555,355.37557152877366,0.93185188859408
CP_000216,925,60.950207085135936,355.42803299800835,0.9318405676078815
CP_000217,11369,60.335560031884846,355.39162358086656,0.9317793407722195
CP_000218,9332,60.45399487519088,355.34028121678574,0.9316081777281391
CP_000219,1993,60.8864522430974,355.3584516109319,0.9315613211816243
CP_000220,9602,60.43807762199369,355.33978035720315,0.9314379741886365
CP_000221,12550,60.26576108557514,355.4426480432401,0.9314187837094859
CP_000222,8930,60.477895908112735,355.3577254886184,0.9314110535854137
CP_000223,7051,60.58851636531981,355.42651618511303,0.9313112979780912
CP_000224,4914,60.71397399266478,355.3229295745191,0.9312739096704665
CP_000225,1601,60.91040545799058,355.4284651780501,0.93112379473545
CP_000226,1202,60.934318087186405,355.46302745856104,0.9311043639844782
CP_000227,1996,60.88647651193836,355.3753177324658,0.9309775757549957
CP_000228,11092,60.35143883090034,355.3571259739685,0.9309222032117505
CP_000229,1314,60.92623063522192,355.34106831703525,0.9308261553215615
CP_000230,4512,60.73787523801902,355.34046931104467,0.9307053666798385
CP_000231,13229,60.22598400619021,355.45960364236663,0.9306062998461102
CP_000232,11334,60.33649941328784,355.44335678605677,0.9305919438827912
CP_000233,4387,60.74589388634801,355.39288985334747,0.9305671517927809
CP_000234,6005,60.65035981295665,355.37475820015624,0.930559752761577
CP_000235,4262,60.7530122283458,355.4453285254661,0.9305331065648053
CP_000236,11202,60.34447850538273,355.46027674256294,0.9304334833962971
CP_000237,12540,60.26570375348255,355.3910804760214,0.9304287473654271
CP_000238,13074,60.23382409611721,355.3568402679335,0.9302312026372999
CP_000239,10825,60.36737842019557,355.3742856995139,0.9301341031638551
CP_000240,8386,60.509712610784874,355.34030185279016,0.9301243830348227
CP_000241,8788,60.485813583053705,355.3228536908157,0.9300957254449371
CP_000242,1334,60.926340849947984,355.445875731903,0.9300874881338269
CP_000243,6002,60.65033735394999,355.35799100496456,0.9300719766669189
CP_000244,4779,60.72193106168718,355.3231707662235,0.9298108267706097
CP_000245,5059,60.706077645513716,355.37480372055956,0.9297121714234813
CP_000246,8653,60.493772889092234,355.32309644571325,0.9297028607864094
CP_000247,8923,60.477853675348506,355.3226002883921,0.9296422568492324
CP_000248,790,60.95816466044505,355.4282890218855,0.9295845136918505
CP_000249,12939,60.24178193228246,355.357089175254,0.9295452109990527
CP_000250,1337,60.92635987276861,355.46276651637913,0.9295421336794057
CP_000251,7585,60.556638579251256,355.3919897249577,0.929539196529526
CP_000252,1317,60.926254426042554,355.3579473289853,0.9295145265437451
CP_000253,3431,60.80065734319404,355.34070137672865,0.929479929093975
CP_000254,13219,60.22592603572166,355.40809651741483,0.9293359506784954
CP_000255,9335,60.454018841346816,355.3569731239605,0.9293051275742668
CP_000256,5600,60.67423552709181,355.37552781276526,0.9290647027668891
CP_000257,5481,60.68228849090212,355.46144578601616,0.9290142379137023
CP_000258,513,60.974048885611275,355.39325710061644,0.9289895245292248
CP_000259,10301,60.39841616574461,355.4603769847984,0.9288120473478018
CP_000260,4931,60.71407420616248,355.41038771047397,0.9287456710702442
CP_000261,5738,60.666298749236,355.39205206759425,0.9285532636821235
CP_000262,7592,60.55667550912651,355.4271834449658,0.9285357947621592
CP_000263,6137,60.64237931616594,355.3577453149239,0.9284951034023377
CP_000264,2627,60.848452696779155,355.3758854046102,0.9283493125269338
CP_000265,3566,60.79269790722656,355.34044825531834,0.9282452289181103
CP_000266,2914,60.83262337583424,355.4630998665705,0.9281570385370117
CP_000267,11504,60.32760127096363,355.3913681835963,0.9281493664633954
CP_000268,12814,60.249803433322164,355.4088780447846,0.9279805404932827
CP_000269,11359,60.33549670162901,355.3399758896776,0.9279135345141762
CP_000270,7730,60.54873739118781,355.4436489166892,0.927674572210698
CP_000271,9207,60.46201613984844,355.39233472663796,0.9275032276045325
CP_000272,6289,60.63451157273263,355.44478060788975,0.9274809357725624
CP_000273,8129,60.524819636909434,355.4094028218064,0.9274190874550822
CP_000274,1716,60.90233314401231,355.32345247137977,0.9274006596701785
CP_000275,12537,60.265680759621574,355.37447016122775,0.9273787953671965
CP_000276,8656,60.493795994087826,355.3398011207875,0.9273482635622393
CP_000277,3860,60.77690464470953,355.4629476157331,0.927346294089857
CP_000278,10690,60.375337797245436,355.374547012592,0.9270975566608844
CP_000279,1729,60.90241379826304,355.3927061078181,0.9270580675558437
CP_000280,8254,60.51769630322109,355.3572698553926,0.9269633095363243
CP_000281,2904,60.83257314086611,355.41081839331986,0.9269400840932636
CP_000282,9886,60.422239208285795,355.409440698689,0.9268848999816748
CP_000283,1961,60.887409824481786,355.4277565057969,0.9268456417368376
CP_000284,13091,60.23392278217796,355.44327801897344,0.9268211545135531
CP_000285,7315,60.572557033000976,355.392506355638,0.9268180538346489
CP_000286,11469,60.3285394598906,355.44308295477737,0.9266984033742981
CP_000287,1427,60.91928378549098,355.4625785155096,0.9264303411404337
CP_000288,10967,60.35945900124111,355.40905727843966,0.9264210894661038
CP_000289,11112,60.35155503801386,355.46046798708784,0.9263624712501758
CP_000290,1591,60.910352653883024,355.3760829597452,0.9262270227265745
CP_000291,7869,60.540791875366345,355.4618388559915,0.9259625773327028
CP_000292,10815,60.36731460563106,355.3226058047929,0.9259516347028496
CP_000293,12138,60.28960164789592,355.40849308290854,0.9259470169981917
CP_000294,11636,60.319618632702635,355.37446484831435,0.9258980941407329
CP_000295,7173,60.58047666420367,355.35754949566757,0.9257993780192748
CP_000296,11227,60.34347936923456,355.3568775233362,0.9257782077591
CP_000297,5725,60.66621241117311,355.3232065859579,0.925687112089182
CP_000298,8119,60.52565578517778,355.3575165947049,0.9256747278685475
CP_000299,7463,60.56467336270877,355.46093250319086,0.9256435465967695
CP_000300,905,60.95009171611664,355.32315653532396,0.925544946206688
CP_000301,3177,60.81667377324151,355.4271356729466,0.9255427225851249
CP_000302,3856,60.77689279093898,355.4443852369539,0.925466023712432
CP_000303,4123,60.760958321337284,355.42703179393857,0.9254527357024083
CP_000304,5181,60.69803187861654,355.30564718491405,0.9254101994766066
CP_000305,645,60.96606809225733,355.3761041086768,0.9252980517904915
CP_000306,7997,60.53279826543743,355.4263866752265,0.9252748484966549
CP_000307,9078,60.470017723730905,355.42599329806694,0.9250199451074501
CP_000308,5887,60.658407628621354,355.4623629366065,0.9249602063970404
CP_000309,503,60.973992077748186,355.34078916945396,0.9248489397944287
CP_000310,10548,60.3832557068229,355.33976033987693,0.9248137100413514
CP_000311,12395,60.273595995228995,355.3397837775903,0.9247112767365147
CP_000312,4941,60.714125724301454,355.46252422342786,0.9246498066570308
CP_000313,10957,60.35939824062029,355.3573842721267,0.924647688786972
CP_000314,7994,60.53277767783066,355.40966769400274,0.9245497956549864
CP_000315,11082,60.351369838809866,355.3054633420134,0.9245173805088416
CP_000316,5046,60.70599121000055,355.30589467309954,0.9245172118811859
