Judge_Point_ID,Common_Point_ID,Patch_ID,OHRC_tile_id,IIRS_row,IIRS_col,Common_Latitude,Common_Longitude,OHRC_distance_deg,IIRS_distance_deg,OHRC_IIRS_distance_deg,Max_Sensor_Separation_deg,Consistency_Score
JUDGE_0113,CP_000174,9869,6282,260,238,60.63447790750575,355.40952068025405,0.0011092815616745833,0.001525162938505423,0.0010520990874158679,0.001525162938505423,0.9348536684237339
JUDGE_0114,CP_000177,11778,9345,327,238,60.45407989875006,355.40877519423907,0.0006176048903370572,0.0011437279808016929,0.0017297003486974243,0.0017297003486974243,0.93474083039333
JUDGE_0115,CP_000178,6052,114,125,241,60.99707221175387,355.4278522234792,0.0015001092227302762,0.0006526418254003639,0.0015378999183927498,0.0015378999183927498,0.9346431139385483
JUDGE_0116,CP_000180,9450,5593,245,226,60.674196112217295,355.3402315527463,0.0004937106799024705,0.0017001745623164912,0.0013627684598445133,0.0017001745623164912,0.9342896466952504
JUDGE_0117,CP_000181,11365,8676,312,244,60.49391515669043,355.44349831338377,0.0007095831043417594,0.0011888898438210795,0.0016847162255284932,0.0016847162255284932,0.9341511825097522
JUDGE_0118,CP_000182,13606,12280,391,244,60.2816794379182,355.4431847864944,0.0012802581435855452,0.0017268163960804089,0.0005359849636882187,0.0017268163960804089,0.9341265512570678
JUDGE_0119,CP_000183,12361,10298,348,244,60.39839671789225,355.44371181486395,0.0014123107436850235,0.001651357671061597,0.000562230558787305,0.001651357671061597,0.9340342919425559
JUDGE_0120,CP_000184,11114,8264,303,238,60.51775669827989,355.40914790301105,0.0004559698638134164,0.0016823300065995888,0.0014628815322047504,0.0016823300065995888,0.9339561073847832
JUDGE_0121,CP_000185,7213,2003,166,238,60.886511372357226,355.4108082309962,0.001763123606357933,0.000818400627230414,0.0009456239582770685,0.001763123606357933,0.9338716025222081
JUDGE_0122,CP_000187,7293,2128,169,229,60.87849446462462,355.3582062840344,0.0014035359965524111,0.001651751759500958,0.0005932869669503277,0.001651751759500958,0.9337459189686917
JUDGE_0123,CP_000188,13686,12405,394,235,60.273662496425054,355.39134730456607,0.0010527809577749972,0.0017017630753752293,0.0008461555264976313,0.0017017630753752293,0.9337192170622114
JUDGE_0124,CP_000189,7299,2103,169,247,60.879483669706794,355.4629772540172,0.0010944784444472102,0.0006740047712322193,0.001768357521965367,0.001768357521965367,0.9336850217548729
JUDGE_0125,CP_000190,10533,7318,283,238,60.57257956255226,355.4092482346122,0.0010329249666698613,0.0009451761422026231,0.0016667682420879015,0.0016667682420879015,0.9336045300868965
JUDGE_0126,CP_000191,11362,8666,312,235,60.49386022428822,355.3916535270737,0.0005083884837302061,0.001411872047234049,0.0016959834041706547,0.0016959834041706547,0.9335971582586804
JUDGE_0127,CP_000193,14184,13216,412,235,60.225904950265196,355.39148876672806,0.0015536586188520732,0.001541338891853586,0.0006682392311201977,0.0015536586188520732,0.9335388079915259
JUDGE_0128,CP_000194,8869,4647,224,226,60.72991567617518,355.34021530077774,0.00010633375256661441,0.0017348061653890418,0.0017382580549114256,0.0017382580549114256,0.9335292996527687
JUDGE_0129,CP_000205,13603,12270,391,235,60.28161972218354,355.39161108811066,0.0016253241260165414,0.001804336191267079,0.00017964422180568175,0.001804336191267079,0.9323294908705453
JUDGE_0130,CP_000206,11276,8521,309,226,60.50175400576969,355.34004645133,0.0008047461940967956,0.0017692679782785835,0.0010709595760085007,0.0017692679782785835,0.9323219784167192
JUDGE_0131,CP_000207,12857,11102,365,238,60.35149966659089,355.4088009239328,0.0012465635383412013,0.0012938647355401288,0.001437334624289553,0.001437334624289553,0.9323112809692446
JUDGE_0132,CP_000209,11857,9467,330,226,60.44603688668432,355.34003600521993,0.0007925110640879126,0.0017691969441324161,0.001091107848766824,0.0017691969441324161,0.9322248399860055
JUDGE_0133,CP_000216,6550,925,142,241,60.950207085135936,355.42803299800835,0.0009003105128826788,0.0009295096633855133,0.001811467207550645,0.001811467207550645,0.9318405676078815
JUDGE_0134,CP_000217,13022,11369,371,235,60.335560031884846,355.39162358086656,0.001522133030766577,0.0014324540851914935,0.0009809325914977912,0.001522133030766577,0.9317793407722195
JUDGE_0135,CP_000219,7210,1993,166,229,60.8864522430974,355.3584516109319,0.0018141525767200624,0.001526740119605061,0.0003200490324248808,0.0018141525767200624,0.9315613211816243
JUDGE_0136,CP_000220,11940,9602,333,226,60.43807762199369,355.33978035720315,8.641157346712864e-05,0.0018277128863037958,0.0017431247188343616,0.0018277128863037958,0.9314379741886365
JUDGE_0137,CP_000224,9034,4914,230,223,60.71397399266478,355.3229295745191,0.00038692672427254044,0.0018318347073213333,0.001447491087447472,0.0018318347073213333,0.9312739096704665
JUDGE_0138,CP_000226,6718,1202,148,247,60.934318087186405,355.46302745856104,0.0011211637429789571,0.0007981287622697666,0.0017961791879965105,0.0017961791879965105,0.9311043639844782
JUDGE_0139,CP_000228,12854,11092,365,229,60.35143883090034,355.3571259739685,0.0012279629615795991,0.0015854762503886614,0.00112730828070304,0.0015854762503886614,0.9309222032117505
JUDGE_0140,CP_000232,13025,11334,371,244,60.33649941328784,355.44335678605677,0.0015255803396087442,0.001096579574567771,0.0014049042355914472,0.0015255803396087442,0.9305919438827912
JUDGE_0141,CP_000233,8706,4387,218,235,60.74589388634801,355.39288985334747,0.001075725779132488,0.0015980717076973816,0.0012827586620502674,0.0015980717076973816,0.9305671517927809
JUDGE_0142,CP_000236,12943,11202,368,247,60.34447850538273,355.46027674256294,0.0012792124834189514,0.000979139010455388,0.0016534849172109472,0.0016534849172109472,0.9304334833962971
JUDGE_0143,CP_000238,14099,13074,409,229,60.23382409611721,355.3568402679335,0.0009229560080721963,0.0016903520179707464,0.001277843745002329,0.0016903520179707464,0.9302312026372999
JUDGE_0144,CP_000239,12689,10825,359,232,60.36737842019557,355.3742856995139,0.0009416631854357477,0.0015031285745359488,0.001572239993459946,0.001572239993459946,0.9301341031638551
JUDGE_0145,CP_000241,11441,8788,315,223,60.485813583053705,355.3228536908157,0.001090576571610662,0.0018197647472527334,0.0008622358982888945,0.0018197647472527334,0.9300957254449371
JUDGE_0146,CP_000242,6800,1334,151,244,60.926340849947984,355.445875731903,0.0014504778873645624,0.00043689052257235534,0.0018528162696784642,0.0018528162696784642,0.9300874881338269
JUDGE_0147,CP_000243,9700,6002,254,229,60.65033735394999,355.35799100496456,0.001688669335017383,0.0017764600453377352,0.000352652440953634,0.0017764600453377352,0.9300719766669189
JUDGE_0148,CP_000244,8951,4779,227,223,60.72193106168718,355.3231707662235,0.0010904461109562784,0.001858770197069511,0.0008071473532559287,0.001858770197069511,0.9298108267706097
JUDGE_0149,CP_000247,11524,8923,318,223,60.477853675348506,355.3226002883921,0.0005053594410851016,0.0017836457220002432,0.001555968566975822,0.0017836457220002432,0.9296422568492324
