Common_Point_ID,Patch_ID,Common_Latitude,Common_Longitude,Consistency_Score
CP_000127,9703,60.65039510744766,355.4100384289359,0.9406527279920043
CP_000128,7627,60.848473852346224,355.39273889065953,0.9405850302012183
CP_000129,11529,60.477956706686804,355.409562371947,0.9403476842658212
CP_000130,9704,60.65041531278765,355.42681655773686,0.9403242493321938
CP_000131,11943,60.438141162458045,355.3915651329241,0.9402971635294815
CP_000132,10367,60.588495957169464,355.40976880904896,0.9401195808802315
CP_000133,10120,60.612411171104156,355.4440641945312,0.9401092752835898
CP_000134,8792,60.73798936606611,355.4447880897253,0.9400732457621497
CP_000135,8290,60.78477716348615,355.3756015563299,0.9400629873893279
CP_000136,8042,60.808674075449794,355.39319796904806,0.9396841386446625
CP_000137,14353,60.210045177466306,355.44246049924567,0.9389720306586968
CP_000138,13689,60.27371847967217,355.44291290946677,0.9389230845624492
CP_000139,8458,60.76889775829749,355.4104808767623,0.9388619702005909
CP_000140,13771,60.26574027750167,355.4260269222455,0.9387901027873072
CP_000141,13939,60.24985858492253,355.4604199299115,0.9387089061823991
CP_000142,9367,60.682155961089165,355.3404744067105,0.9384357472049962
CP_000143,11781,60.45413416189914,355.4605691827999,0.9383666689775941
CP_000144,12113,60.42229508612703,355.46120199651796,0.9382927546026616
CP_000145,6629,60.942171380289544,355.35844616347646,0.9382532907235152
CP_000146,9285,60.690137670947344,355.35750709663347,0.9382361190861463
CP_000147,6632,60.942227387688966,355.4108714000394,0.9380745538981364
CP_000148,11196,60.50977541748006,355.3921707268507,0.9379432209873902
CP_000149,6798,60.92631059498891,355.41035568950724,0.9377747192118708
CP_000150,12193,60.41427963975278,355.4091736473961,0.9376917578933224
CP_000151,8710,60.74506932490798,355.46186886530626,0.937663422969164
CP_000152,14435,60.20206579470128,355.4256069533614,0.9376464338148196
CP_000153,8872,60.72997623497637,355.39237529162364,0.9374064607095467
CP_000154,6131,60.9890354003219,355.3581907136022,0.9373507186906449
CP_000155,10615,60.56460027325763,355.3922533165608,0.9373359710785951
CP_000156,12025,60.43016106984586,355.3746157554592,0.9373085753927214
CP_000157,8210,60.792791765560715,355.4280882167964,0.9372819323787648
CP_000158,6797,60.92629045029488,355.39347589323216,0.9371139371474346
CP_000159,6877,60.91827411392702,355.34081742540485,0.9369128209815827
CP_000160,6464,60.958111066544255,355.3758463949566,0.9367336610510806
CP_000161,11697,60.46207268652864,355.44414645540786,0.9366184899423902
CP_000162,9284,60.690115699127695,355.340727116534,0.936477574931013
CP_000163,14518,60.194105338461306,355.4253353678303,0.9364509440395321
CP_000164,9539,60.666353147033306,355.4441276669909,0.9363979494810734
CP_000165,7049,60.90334851713397,355.4451625849885,0.9358858992121227
CP_000166,7874,60.82455528078651,355.3582841642222,0.9358532455691058
CP_000167,9455,60.67429332945765,355.4276110496947,0.9357845053105228
CP_000168,14267,60.21794636403792,355.3912345518861,0.9356587350984008
CP_000169,13851,60.25772209234066,355.37420556692797,0.9354792242592199
CP_000170,6136,60.98912327904977,355.44625226326565,0.9352184258826313
CP_000171,7131,60.89537004732543,355.4280229567484,0.9351977840786982
CP_000172,11117,60.51691383016876,355.4610283253378,0.9351505225738633
CP_000173,8291,60.7847998010263,355.3924238222941,0.9348752624779586
CP_000174,9869,60.63447790750575,355.40952068025405,0.9348536684237339
CP_000175,9123,60.70613256555665,355.42692012663775,0.9348409195390879
CP_000176,6547,60.950153415265426,355.3755986637625,0.9347980063380383
CP_000177,11778,60.45407989875006,355.40877519423907,0.93474083039333
CP_000178,6052,60.99707221175387,355.4278522234792,0.9346431139385483
CP_000179,6217,60.981134890324164,355.4104149229791,0.9346205096069746
CP_000180,9450,60.674196112217295,355.3402315527463,0.9342896466952504
CP_000181,11365,60.49391515669043,355.44349831338377,0.9341511825097522
CP_000182,13606,60.2816794379182,355.4431847864944,0.9341265512570678
CP_000183,12361,60.39839671789225,355.44371181486395,0.9340342919425559
CP_000184,11114,60.51775669827989,355.40914790301105,0.9339561073847832
CP_000185,7213,60.886511372357226,355.4108082309962,0.9338716025222081
CP_000186,7629,60.84850739874034,355.4281920310112,0.933796716454193
CP_000187,7293,60.87849446462462,355.3582062840344,0.9337459189686917
CP_000188,13686,60.273662496425054,355.39134730456607,0.9337192170622114
CP_000189,7299,60.879483669706794,355.4629772540172,0.9336850217548729
CP_000190,10533,60.57257956255226,355.4092482346122,0.9336045300868965
CP_000191,11362,60.49386022428822,355.3916535270737,0.9335971582586804
CP_000192,12276,60.40632218535126,355.40891731862916,0.9335539960005659
CP_000193,14184,60.225904950265196,355.39148876672806,0.9335388079915259
CP_000194,8869,60.72991567617518,355.34021530077774,0.9335292996527687
CP_000195,8875,60.73002869888264,355.4445275832768,0.9335057290694777
CP_000196,13934,60.249763955671334,355.37395334727927,0.9334468779815961
CP_000197,7713,60.8405677151774,355.4447762002576,0.9333138177067333
CP_000198,14352,60.210024191028914,355.4258675853164,0.9332771566778814
CP_000199,12108,60.42220227497402,355.3743633773304,0.9332197930906699
CP_000200,14350,60.209987266310655,355.39097023299314,0.93321572174793
CP_000201,8126,60.8007351612271,355.409774134693,0.9329525505335257
CP_000202,11942,60.43811870336027,355.37487798423905,0.9329119763232127
CP_000203,8040,60.8086384863824,355.35778440075455,0.9328439492386793
CP_000204,7382,60.87152422812855,355.46270561142757,0.9328436244494842
CP_000205,13603,60.28161972218354,355.39161108811066,0.9323294908705453
CP_000206,11276,60.50175400576969,355.34004645133,0.9323219784167192
CP_000207,12857,60.35149966659089,355.4088009239328,0.9323112809692446
CP_000208,10287,60.59650713730173,355.46201679865567,0.932239310036127
CP_000209,11857,60.44603688668432,355.34003600521993,0.9322248399860055
CP_000210,8874,60.730010646017575,355.4277229854269,0.9321261090126886
CP_000211,6960,60.9103149170006,355.3405763813005,0.9321248350113284
CP_000212,8456,60.76886078235706,355.3750951315842,0.9321108230110651
CP_000213,7875,60.82457719722632,355.3751193703526,0.9318884116997086
CP_000214,6133,60.98907353442695,355.3937651134122,0.9318521892030969
CP_000215,8871,60.72995470370555,355.37557152877366,0.93185188859408
CP_000216,6550,60.950207085135936,355.42803299800835,0.9318405676078815
CP_000217,13022,60.335560031884846,355.39162358086656,0.9317793407722195
CP_000218,11774,60.45399487519088,355.34028121678574,0.9316081777281391
CP_000219,7210,60.8864522430974,355.3584516109319,0.9315613211816243
CP_000220,11940,60.43807762199369,355.33978035720315,0.9314379741886365
CP_000221,13772,60.26576108557514,355.4426480432401,0.9314187837094859
CP_000222,11526,60.477895908112735,355.3577254886184,0.9314110535854137
CP_000223,10368,60.58851636531981,355.42651618511303,0.9313112979780912
CP_000224,9034,60.71397399266478,355.3229295745191,0.9312739096704665
CP_000225,6965,60.91040545799058,355.4284651780501,0.93112379473545
CP_000226,6718,60.934318087186405,355.46302745856104,0.9311043639844782
CP_000227,7211,60.88647651193836,355.3753177324658,0.9309775757549957
CP_000228,12854,60.35143883090034,355.3571259739685,0.9309222032117505
CP_000229,6794,60.92623063522192,355.34106831703525,0.9308261553215615
CP_000230,8786,60.73787523801902,355.34046931104467,0.9307053666798385
CP_000231,14188,60.22598400619021,355.45960364236663,0.9306062998461102
CP_000232,13025,60.33649941328784,355.44335678605677,0.9305919438827912
CP_000233,8706,60.74589388634801,355.39288985334747,0.9305671517927809
CP_000234,9701,60.65035981295665,355.37475820015624,0.930559752761577
CP_000235,8626,60.7530122283458,355.4453285254661,0.9305331065648053
CP_000236,12943,60.34447850538273,355.46027674256294,0.9304334833962971
CP_000237,13769,60.26570375348255,355.3910804760214,0.9304287473654271
CP_000238,14099,60.23382409611721,355.3568402679335,0.9302312026372999
CP_000239,12689,60.36737842019557,355.3742856995139,0.9301341031638551
CP_000240,11193,60.509712610784874,355.34030185279016,0.9301243830348227
CP_000241,11441,60.485813583053705,355.3228536908157,0.9300957254449371
CP_000242,6800,60.926340849947984,355.445875731903,0.9300874881338269
CP_000243,9700,60.65033735394999,355.35799100496456,0.9300719766669189
CP_000244,8951,60.72193106168718,355.3231707662235,0.9298108267706097
CP_000245,9120,60.706077645513716,355.37480372055956,0.9297121714234813
CP_000246,11358,60.493772889092234,355.32309644571325,0.9297028607864094
CP_000247,11524,60.477853675348506,355.3226002883921,0.9296422568492324
CP_000248,6467,60.95816466044505,355.4282890218855,0.9295845136918505
CP_000249,14016,60.24178193228246,355.357089175254,0.9295452109990527
CP_000250,6801,60.92635987276861,355.46276651637913,0.9295421336794057
CP_000251,10698,60.556638579251256,355.3919897249577,0.929539196529526
CP_000252,6795,60.926254426042554,355.3579473289853,0.9295145265437451
CP_000253,8122,60.80065734319404,355.34070137672865,0.929479929093975
CP_000254,14185,60.22592603572166,355.40809651741483,0.9293359506784954
CP_000255,11775,60.454018841346816,355.3569731239605,0.9293051275742668
CP_000256,9452,60.67423552709181,355.37552781276526,0.9290647027668891
CP_000257,9374,60.68228849090212,355.46144578601616,0.9290142379137023
CP_000258,6299,60.974048885611275,355.39325710061644,0.9289895245292248
CP_000259,12362,60.39841616574461,355.4603769847984,0.9288120473478018
CP_000260,9039,60.71407420616248,355.41038771047397,0.9287456710702442
CP_000261,9536,60.666298749236,355.39205206759425,0.9285532636821235
CP_000262,10700,60.55667550912651,355.4271834449658,0.9285357947621592
CP_000263,9783,60.64237931616594,355.3577453149239,0.9284951034023377
CP_000264,7626,60.848452696779155,355.3758854046102,0.9283493125269338
CP_000265,8205,60.79269790722656,355.34044825531834,0.9282452289181103
CP_000266,7797,60.83262337583424,355.4630998665705,0.9281570385370117
CP_000267,13105,60.32760127096363,355.3913681835963,0.9281493664633954
CP_000268,13936,60.249803433322164,355.4088780447846,0.9279805404932827
CP_000269,13019,60.33549670162901,355.3399758896776,0.9279135345141762
CP_000270,10784,60.54873739118781,355.4436489166892,0.927674572210698
CP_000271,11694,60.46201613984844,355.39233472663796,0.9275032276045325
CP_000272,9871,60.63451157273263,355.44478060788975,0.9274809357725624
CP_000273,11031,60.524819636909434,355.4094028218064,0.9274190874550822
CP_000274,7042,60.90233314401231,355.32345247137977,0.9274006596701785
CP_000275,13768,60.265680759621574,355.37447016122775,0.9273787953671965
CP_000276,11359,60.493795994087826,355.3398011207875,0.9273482635622393
CP_000277,8378,60.77690464470953,355.4629476157331,0.927346294089857
CP_000278,12606,60.375337797245436,355.374547012592,0.9270975566608844
CP_000279,7046,60.90241379826304,355.3927061078181,0.9270580675558437
CP_000280,11111,60.51769630322109,355.3572698553926,0.9269633095363243
CP_000281,7794,60.83257314086611,355.41081839331986,0.9269400840932636
CP_000282,12110,60.422239208285795,355.409440698689,0.9268848999816748
CP_000283,7214,60.887409824481786,355.4277565057969,0.9268456417368376
CP_000284,14104,60.23392278217796,355.44327801897344,0.9268211545135531
CP_000285,10532,60.572557033000976,355.392506355638,0.9268180538346489
CP_000286,13108,60.3285394598906,355.44308295477737,0.9266984033742981
CP_000287,6884,60.91928378549098,355.4625785155096,0.9264303411404337
CP_000288,12774,60.35945900124111,355.40905727843966,0.9264210894661038
CP_000289,12860,60.35155503801386,355.46046798708784,0.9263624712501758
CP_000290,6962,60.910352653883024,355.3760829597452,0.9262270227265745
CP_000291,10868,60.540791875366345,355.4618388559915,0.9259625773327028
CP_000292,12686,60.36731460563106,355.3226058047929,0.9259516347028496
CP_000293,13521,60.28960164789592,355.40849308290854,0.9259470169981917
CP_000294,13187,60.319618632702635,355.37446484831435,0.9258980941407329
CP_000295,10447,60.58047666420367,355.35754949566757,0.9257993780192748
CP_000296,12937,60.34347936923456,355.3568775233362,0.9257782077591
CP_000297,9532,60.66621241117311,355.3232065859579,0.925687112089182
CP_000298,11028,60.52565578517778,355.3575165947049,0.9256747278685475
CP_000299,10619,60.56467336270877,355.46093250319086,0.9256435465967695
CP_000300,6544,60.95009171611664,355.32315653532396,0.925544946206688
CP_000301,7961,60.81667377324151,355.4271356729466,0.9255427225851249
CP_000302,8377,60.77689279093898,355.4443852369539,0.925466023712432
CP_000303,8542,60.760958321337284,355.42703179393857,0.9254527357024083
CP_000304,9199,60.69803187861654,355.30564718491405,0.9254101994766066
CP_000305,6381,60.96606809225733,355.3761041086768,0.9252980517904915
CP_000306,10949,60.53279826543743,355.4263866752265,0.9252748484966549
CP_000307,11613,60.470017723730905,355.42599329806694,0.9250199451074501
CP_000308,9623,60.658407628621354,355.4623629366065,0.9249602063970404
CP_000309,6296,60.973992077748186,355.34078916945396,0.9248489397944287
CP_000310,12521,60.3832557068229,355.33976033987693,0.9248137100413514
CP_000311,13683,60.273595995228995,355.3397837775903,0.9247112767365147
CP_000312,9042,60.714125724301454,355.46252422342786,0.9246498066570308
CP_000313,12771,60.35939824062029,355.3573842721267,0.924647688786972
CP_000314,10948,60.53277767783066,355.40966769400274,0.9245497956549864
CP_000315,12851,60.351369838809866,355.3054633420134,0.9245173805088416
CP_000316,9116,60.70599121000055,355.30589467309954,0.9245172118811859
CP_000317,8538,60.760880590102005,355.35802284219795,0.9244938185846464
CP_000318,12692,60.36743689338167,355.42597785603584,0.9243396131835877
CP_000319,7376,60.87053613198518,355.3579513854858,0.9242855815560339
CP_000320,9282,60.69007463053072,355.3054103142545,0.9240852241420474
CP_000321,12609,60.37539745920508,355.42624732499706,0.9240584147393637
CP_000322,14515,60.19404508137203,355.3738621378188,0.9240494795299355
CP_000323,7710,60.84051643215977,355.39247714679794,0.9239745094403492
CP_000324,12777,60.35951300952862,355.4607426941537,0.9237946575371692
CP_000325,8703,60.745832227483014,355.34071308419396,0.9237475755103736
CP_000326,14182,60.225862615233865,355.3565812628786,0.9237457835679481
CP_000327,9207,60.69818910092396,355.4451952498146,0.9237315778369629
CP_000328,14432,60.20200562502174,355.37412554666685,0.9236665495679055
CP_000329,13270,60.311661213390494,355.37421399708893,0.9235918147687728
CP_000330,7962,60.81668641024512,355.4457231696177,0.923555185201265
CP_000331,11606,60.46987083050738,355.30566052062994,0.9235529650024112
CP_000332,8868,60.72989327988512,355.32341218292777,0.9235378897521572
CP_000333,13102,60.327536582212325,355.3397286754903,0.9234044578952332
CP_000334,11689,60.461910202112186,355.3054219417773,0.9234025491729124
CP_000335,8621,60.75292021125742,355.35777758060385,0.9233953121147647
CP_000336,9036,60.714015836344345,355.3582638567129,0.9233153366213033
CP_000337,12441,60.391276610819425,355.39172169448693,0.9232063935499059
CP_000338,7216,60.887442567805884,355.4632493716067,0.923173622195038
CP_000339,12603,60.37527279597739,355.32284868951206,0.9230980042609435
CP_000340,14600,60.18612584244187,355.40847924762966,0.9230752107336788
CP_000341,13848,60.257657160014936,355.3226591695182,0.9230195303499598
CP_000342,13600,60.28155711165448,355.3400293263259,0.9228760518470129
CP_000343,11113,60.51773526475795,355.39242424047603,0.9228404119407203
CP_000344,8707,60.7450181486729,355.40969918162045,0.9227435076555999
CP_000345,7125,60.89437199770339,355.323212369462,0.9227153848089982
CP_000346,13766,60.26563970850079,355.33952511065354,0.9226854420342261
CP_000347,6461,60.9580519891367,355.32340614636115,0.922683591483141
CP_000348,12940,60.34354029689484,355.4085342056915,0.9226754194929125
CP_000349,6633,60.94224667736199,355.4277669566052,0.922651164053951
CP_000350,9615,60.658256887395936,355.32296446970525,0.9225924706890126
CP_000351,10780,60.548660963048725,355.37500259170764,0.9225303212546433
CP_000352,13931,60.2496964012927,355.3224152083608,0.922502932559332
CP_000353,6382,60.96609016912336,355.3929968908513,0.92243085169105
CP_000354,9371,60.68223791507751,355.4093526163203,0.9223525185037476
CP_000355,10452,60.58057173153768,355.4447248763077,0.9222611614663959
CP_000356,8212,60.79282777020194,355.46175004986566,0.9222479399204162
CP_000357,11116,60.51689476378016,355.4443037956778,0.9221386496048773
CP_000358,11862,60.446135562950985,355.4269236889134,0.9221163866962705
CP_000359,12438,60.39121386297749,355.34000636752427,0.9220465126216342
CP_000360,12194,60.41430060626329,355.42585355794637,0.9220148140032447
CP_000361,10203,60.60445376016779,355.44380401731945,0.9219925437809904
CP_000362,13435,60.29749853146055,355.357151888288,0.921943628845001
CP_000363,13441,60.29672067389788,355.4603515957979,0.9218965943388782
CP_000364,12768,60.359329329779534,355.30570327816264,0.9218808711297144
CP_000365,9868,60.63445811279551,355.3927582891356,0.9218370231372234
CP_000366,13184,60.3195517641341,355.32284433294234,0.9218155730052859
CP_000367,11281,60.5018529518299,355.4270614916991,0.9217953849815046
CP_000368,12942,60.343574842133,355.44354619494334,0.9217222120480347
CP_000369,14264,60.21788055461957,355.33973842102563,0.9215669787765564
CP_000370,8207,60.792736475139804,355.375850007169,0.9215309272464844
CP_000371,14347,60.20992138092257,355.3394822852156,0.921350841197386
CP_000372,14020,60.24186416828801,355.42522365703167,0.9212522649551801
CP_000373,13518,60.2895401536775,355.3569025431075,0.9212086572610854
CP_000374,12769,60.35935261165497,355.32235330187274,0.9211500708110856
CP_000375,6635,60.94227776608246,355.46329884160224,0.9211479268061015
CP_000376,11610,60.4699603351737,355.37417396248907,0.9210542624853821
CP_000377,9117,60.70601472023836,355.3226794252887,0.9209390459298494
CP_000378,12934,60.34340903992861,355.3052230808642,0.9209214078164808
CP_000379,7624,60.848413259734286,355.3404336845169,0.9208773687513789
CP_000380,6881,60.91835037375737,355.410093841549,0.9208470859309439
CP_000381,6546,60.95013188788331,355.3587012344851,0.920414049753741
CP_000382,10364,60.5875547536188,355.35772612635293,0.9203934134986897
CP_000383,8039,60.808614340255,355.34094463452965,0.9203919255007365
CP_000384,7706,60.840434971969955,355.3233401908598,0.9203578488896236
CP_000385,10863,60.54070121338294,355.3747417861493,0.9203397404486527
CP_000386,7547,60.85558897853249,355.44530510415416,0.9201856776290175
CP_000387,8455,60.76883996389409,355.3582783518432,0.9201836250691724
CP_000388,12939,60.343518309120235,355.3918880854713,0.9201570227105007
CP_000389,6959,60.910291807663896,355.3237027905653,0.920108378133584
CP_000390,12524,60.38331980811449,355.3914674892399,0.920080487490791
CP_000391,6630,60.94219293152175,355.37534095250066,0.9200451233696527
CP_000392,6709,60.934149698954826,355.3057871509723,0.9198227399462627
CP_000393,6213,60.98105563914248,355.34103004368495,0.9198168993913808
CP_000394,12190,60.4142194598525,355.35743294658454,0.9197349168861113
CP_000395,7465,60.86356478082947,355.462433973838,0.919683761896448
CP_000396,12518,60.38318508009132,355.2880553681974,0.919638297587523
CP_000397,6549,60.95018781825382,355.41113481539765,0.9196375973946707
CP_000398,14017,60.24180438799041,355.37369142897955,0.9195070236032177
CP_000399,13016,60.335425614225755,355.28834030373963,0.9194795951105437
CP_000400,8704,60.74585529781199,355.3575217543336,0.9193374005857863
CP_000401,9620,60.65835298756283,355.41030483443564,0.9191990228020905
CP_000402,13604,60.2816431752351,355.40822673639406,0.9191633167387334
CP_000403,11449,60.485969133615406,355.4616669043855,0.9191532967111512
CP_000404,7378,60.8705712791959,355.393429922865,0.9191324156770028
CP_000405,12683,60.36724122914753,355.27091807232927,0.919071272139729
CP_000406,11772,60.45395217684848,355.3051734003986,0.9189068958682463
CP_000407,12022,60.43009409247518,355.3228500574057,0.9188621531169321
CP_000408,7296,60.87943647906352,355.41062542461646,0.9188322189429469
CP_000409,11197,60.509796873792915,355.4088816284147,0.9188189687350725
CP_000410,7789,60.8324762763496,355.323099283252,0.9187577876438743
CP_000411,9449,60.674172281362566,355.3234468172106,0.9187554030867091
